,Product Name,OfferPrice,OrignalPrice,Discount,Ratings,Brand,Color,RamSize,Storage,Expandable Storage,Screen Size,Display,RearCamera,FrontCamera,battery,Processor
301,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
302,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
303,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
304,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
305,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
306,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
307,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
308,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
309,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
310,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
311,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
312,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
313,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
314,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
315,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
316,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
317,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
318,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
319,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
320,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
321,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
322,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
323,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
324,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
325,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
326,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
327,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
328,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
329,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
330,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
331,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
332,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
333,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
334,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
335,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
336,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
337,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
338,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
339,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
340,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
341,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
342,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
343,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
344,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
345,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
346,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
347,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
348,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
349,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
350,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
351,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
352,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
353,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
354,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
355,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
356,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
357,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
358,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
359,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
360,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
361,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
362,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
363,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
364,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
365,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
366,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
367,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
368,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
369,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
370,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
371,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
372,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
373,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
374,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
375,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
376,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
377,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
378,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
379,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
380,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
381,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
382,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
383,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
384,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
385,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
386,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
387,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
388,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
389,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
390,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
391,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
392,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
393,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
394,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
395,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
396,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
397,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
398,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
399,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
400,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
401,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
