,Product Name,OfferPrice,OrignalPrice,Discount,Ratings,Brand,Color,RamSize,Storage,Expandable Storage,Screen Size,Display,RearCamera,FrontCamera,battery,Processor
99,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
100,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
101,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
102,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
103,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
104,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
105,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
106,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
107,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
108,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
109,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
110,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
111,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
112,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
113,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
114,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
115,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
116,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
117,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
118,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
119,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
120,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
121,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
122,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
123,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
124,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
125,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
126,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
127,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
128,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
129,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
130,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
131,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
132,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
133,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
134,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
135,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
136,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
137,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
138,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
139,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
140,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
141,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
142,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
143,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
144,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
145,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
146,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
147,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
148,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
149,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
150,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
151,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
152,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
153,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
154,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
155,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
156,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
157,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
158,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
159,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
160,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
161,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
162,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
163,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
164,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
165,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
166,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
167,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
168,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
169,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
170,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
171,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
172,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
173,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
174,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
175,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
176,"realme C12 (Power Silver, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
177,"realme C12 (Power Blue, 32 GB)","₹7,999","₹10,999",27% off,4.4,realme,"(Power Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,13MP'],['5MP ,6000 mAh ,Mediatek Helio G35 Processor']
178,"POCO C3 (Arctic Blue, 32 GB)","₹7,499","₹9,999",25% off,4.3,POCO,"(Arctic Blue,",3 GB RAM,32 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,Mediatek Helio G35 Processor']
179,"POCO M3 (Power Black, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Power Black,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
180,"POCO M2 Reloaded (Mostly Blue, 64 GB)","₹9,499","₹11,999",20% off,4.5,POCO,"(Mostly Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,13MP'],['8MP ,5000 mAh ,MediaTek Helio G80 Processor']
181,"OPPO A12 (Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
182,"realme Narzo 20 (Glory Silver, 64 GB)","₹10,499","₹12,999",19% off,4.3,realme,"(Glory Silver,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.56 cm,HD+ Display,48MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
183,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Deep Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
184,"OPPO A12 (Blue, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Blue,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
185,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990",27% off,4.3,OPPO,"(Flowing Silver,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
186,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990",16% off,4.4,OPPO,"(Deep Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,15.8 cm,HD+ Display,13MP'],['5MP ,4230 mAh ,MediaTek Helio P35 Processor']
187,"realme Narzo 30A (Laser Blue, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Blue,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
188,"realme Narzo 30A (Laser Black, 64 GB)","₹9,999","₹10,999",9% off,4.4,realme,"(Laser Black,",4 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
189,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999",10% off,4.4,realme,"(Laser Black,",3 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.54 cm,HD+ Display,13MP'],['8MP ,6000 mAh ,MediaTek Helio G85 Processor']
190,"realme 7 (Mist Blue, 128 GB)","₹15,499","₹20,999",26% off,4.3,realme,"(Mist Blue,",8 GB RAM,128 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
191,"realme 7 (Mist Blue, 64 GB)","₹13,499","₹17,999",25% off,4.3,realme,"(Mist Blue,",6 GB RAM,64 GB ROM,Expandable Upto 256 GB,16.51 cm,Full HD+ Display,64MP'],['16MP,5000 mAh ,MediaTek Helio G95 Processor']
192,"REDMI 9i (Midnight Black, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Midnight Black,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
193,"REDMI 9i (Sea Blue, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Sea Blue,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
194,"POCO M3 (Cool Blue, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Cool Blue,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
195,"REDMI 9i (Nature Green, 64 GB)","₹7,999","₹9,999",20% off,4.3,REDMI,"(Nature Green,",4 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,HD+ Display,13MP'],['5MP ,5000 mAh ,MediaTek Helio G25 Processor']
196,"realme C20 (Cool Blue, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Blue,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
197,"realme C20 (Cool Grey, 32 GB)","₹6,799","₹7,999",15% off,4.5,realme,"(Cool Grey,",2 GB RAM,32 GB ROM,Expandable Upto 256 GB,16.51 cm,HD+ Display,8MP'],['5MP ,5000 mAh ,MediaTek Helio G35 Processor']
198,"POCO M3 (Power Black, 128 GB)","₹11,999","₹14,999",20% off,4.3,POCO,"(Power Black,",6 GB RAM,128 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
199,"POCO M3 (Yellow, 64 GB)","₹10,999","₹12,999",15% off,4.3,POCO,"(Yellow,",6 GB RAM,64 GB ROM,Expandable Upto 512 GB,16.59 cm,Full HD+ Display,48MP'],['8MP ,6000 mAh ,Qualcomm Snapdragon 662 Processor']
